100002, bwldhhyuuncefpfjscqvew, xebaqlbojhweqgf, 2255, 43760, 134, 108290 76230 50523 40975 13014 124222 33979 120445 143702 39870 60990 286780
100028, jytexttcatowikexmmw, yzqsubjcrumpjswgebhurm, 3251, 23543, 109, 251760 47952 8904 25827 30481 80568 49295 9760 4556 32382 89145 14237
100035, jvmrcioieovjsyh, axrmnxvtrcytepj, 2125, 28106, 101, 162965 23611 105672 251380 0 51190 10938 0 60594 224460 6588 71937
100051, zbgkenruppunxujl, eiqmsgnjnbczfisvun, 6829, 43147, 167, 10881 155520 46869 17031 303849 239360 43264 10772 65772 75380 141750 80073
100059, dqisipzyeludaoskeasp, jwrjzvmtb, 9578, 24918, 157, 57987 26265 199920 29464 87225 18395 101175 172900 300000 36428 71916 37235
100061, lktgapekdjjxzw, zrsjfrtvyyddjh, 5598, 44547, 116, 36696 104006 19620 9308 27055 73542 152730 10021 42408 176876 32634 11700
100072, hhljbwqoypge, ztvsidrnpbzforn, 8879, 49578, 118, 0 164016 34780 32595 36000 92617 63518 52848 18680 117832 65890 247230
100080, wajduzeibadzhljwgkvut, iioxjsxtvbtups, 8012, 21607, 141, 33114 194620 35663 118660 78380 0 114530 223552 55460 43497 83244 152892
100086, yrfggffpxizwnbsqtadk, iysqyhlomirgmsypx, 6275, 27352, 126, 11268 30672 37282 14982 102636 76494 74840 52364 6196 51056 65767 76843
100088, uksibfhtgofoora, fzblvhqsdd, 3845, 23002, 136, 194038 25890 152813 178488 28626 151582 70420 230758 47437 77508 25536 64805
100092, dpwjlhxthonkcniehfi, cflyckqnywnwkxb, 4848, 32353, 122, 0 75471 34420 42840 163108 19504 50817 11636 66564 34080 47936 55187
100094, cmtesimfxcht, dhqfkpqqoykffrcsvcvplk, 2179, 23315, 91, 15918 52736 208144 48672 66836 269712 18538 68685 0 5277 29392 26500
100096, recfbktmmpf, ackzzydomuujffgvhzeajsx, 6455, 47429, 132, 35772 23223 50320 160344 150813 62146 295740 0 157632 29712 41706 148770
100097, wldeycovfmdunzt, ogdcgmwij, 4758, 44924, 144, 73815 0 250110 10431 219000 91300 132936 16908 276843 198464 19464 0
100122, xqpyyykdphtp, vpzwrywlejov, 4212, 22412, 121, 46616 7330 38027 44856 8763 115910 36208 107433 0 135090 147441 266720
100123, ehekyyndxkpxgirprj, wzulpixjersnzvzvnjq, 1492, 39563, 132, 57680 60867 22055 0 11488 29860 95496 49448 48128 8202 297000 79325
100128, hbjemktjjvfs, akcaagva, 9643, 38935, 138, 66235 186312 118476 25308 54054 2261 76160 49378 23240 72110 41280 48249
100137, nqqvrzdeaamdgc, ovfzeyanjtmhjcljesbkn, 5649, 23050, 162, 223520 74579 55384 36790 64410 53856 78270 5720 116580 89700 133298 146560
100147, klcuxzdztxrkzhpntzgw, ymypfvkcsqpfgywwpnpdfv, 9528, 35304, 86, 97202 21344 0 5692 5432 6681 8124 129003 50656 27741 140196 176480
100150, gbgwheeqndeycmcsuxpqbmf, jaqratmfash, 5440, 43560, 118, 123813 10791 37251 48887 139414 178971 160440 179970 82460 15912 100242 26433
100154, kodavqrdx, dkewflyqedtzxlrt, 8924, 39967, 103, 163088 34792 104604 161580 23661 4718 23374 28636 118202 251636 136004 12664
100166, qntqdzvel, kwruzaqcmxlolufpy, 5092, 49651, 139, 150213 84594 27680 22919 84240 10502 33460 38564 11520 115992 105620 79781
100173, bqznomfbhhfoowqlrqmv, qttbirjgjaqdotfulonquw, 7443, 49218, 147, 187888 60144 86752 43695 172820 3327 0 68032 40392 105677 81885 159225
100184, exnhryjfemaaavbxh, vyjcygnvbrdvncbzvbfwm, 8194, 31075, 117, 223848 0 5160 84987 121920 250506 4395 23635 188174 47358 163365 0
100200, ieogxfwhthdojoevqoc, wsdctaspaevzxfootebnhwk, 9845, 21735, 144, 7264 52808 102249 180931 46312 100300 9816 158172 4133 112544 61461 91872
100203, hdajmlhtyisvc, sesuogomeuxcmvlkhkh, 2824, 39878, 154, 224610 10041 45024 50103 17712 32562 187668 83808 153622 82740 22430 22746
100207, ijhuifxeozlavgsvf, hepikckqmtu, 4526, 41355, 106, 72740 59128 267710 0 10090 33327 80586 234260 10720 23904 104232 11374
100216, vplchwckktzhjfjzepqsays, zqrloayyukrly, 4018, 20545, 141, 102060 145026 128916 78993 34480 72969 243219 35145 148920 56988 38492 88476
100218, ysllwyajrnxkhcioaz, wvnjjvezvunwrsbvkqb, 4009, 49609, 115, 36770 79506 62271 23082 32118 55150 41850 56364 118552 57115 20328 8988
100219, acuubdrta, yknpyeacuj, 3970, 48727, 112, 125424 96657 33126 59356 14785 85488 54040 20760 154752 109520 46852 18924
100226, sbpetbpfimpkoz, dlfxyfsvdaxcptdlix, 2615, 34241, 88, 54516 26196 6030 24285 32620 7716 75918 22320 72534 0 0 117249
100228, omjqjmrnfkkaw, dhtbovazssfcbafcqa, 1525, 43927, 118, 45733 178245 2286 54200 71744 22090 184114 37380 42628 29148 64911 73372
100235, oikwvhszf, aewqmuxqyxzqgyajszy, 4201, 44031, 136, 62280 9136 121082 49438 25685 29915 40887 119042 12895 102733 36513 162843
100237, tppdoexxhwzbzoo, vveibcocvdzsyyo, 8584, 20799, 117, 0 118439 163898 63972 42930 20188 24588 66520 136980 43356 128376 20040
100241, yghwnqffifcalol, jkinyttbzdjmvidkf, 4313, 27339, 130, 187980 26742 0 32728 292194 1519 16394 86862 115192 108160 234633 55482
100268, kjsfygvze, nmbmdizmnjiankpujzysahc, 7576, 31763, 154, 72976 116350 34290 30348 46096 73692 103313 34002 145486 150400 75140 168525
100275, ekeoymtayp, kxryhxjkuvyhjzpdhsuumyw, 8847, 46990, 103, 85788 9700 202555 37548 24360 92325 137220 95256 12778 4296 77924 184210
100288, skreuzvoztrzluzpgimlvk, priagone, 7388, 35904, 142, 47400 142185 9362 80910 213728 265644 40420 75987 118448 12688 130356 61072
100304, rzfznldhtiwtrqzjflw, tsiozodrhdxf, 2342, 52743, 111, 31464 58331 0 45888 5127 32896 35694 33750 0 85085 73552 65499
100344, lrafkspvnvggqkydrlpxn, optjylpq, 6553, 22811, 172, 154600 128952 3267 156510 118944 31152 97600 23685 306957 207172 51513 96460
100346, edrslpmeex, yczgijrddsshodokuzvpm, 5171, 44837, 125, 3604 73360 192489 7680 179100 18200 2358 71325 9759 136242 34677 258900
100347, rtxvdkrbs, nmiodxwejjfsakrisubf, 1636, 33208, 146, 48726 73080 141491 116856 166586 77384 105457 42926 227844 0 4585 48865
100351, rtvprvzxtw, fsosoronioivfvnp, 6948, 42576, 108, 190582 41825 81720 7280 39695 13384 221296 68789 26735 10708 30797 52602
100366, fyxjosbpuholtscmq, mljbpirljxgyfbxe, 4599, 44654, 120, 26096 29842 44916 110523 132106 60979 208199 3898 148392 53605 0 178113
100367, kicmmmpigdpvapqzz, oisxqyrenunmjynjlteh, 4559, 35474, 157, 192640 31572 82635 98874 0 147251 128388 89400 45906 133380 149418 99768
100377, jmninsavpdquhilz, ldvdgjzxooiw, 6044, 30586, 149, 37806 25228 26685 87295 157850 83130 27320 63742 90896 48844 154565 4275
100378, iyvaagqihaxkhqf, qipvkpqandhjwjgwzuupj, 5712, 47871, 107, 10182 111538 1256 29220 241908 28510 53822 200352 34365 38610 13715 20139
100382, mvekvojxndbdgkwrmx, tnopojbnrgffdxxmcov, 1782, 45134, 122, 107616 7590 162539 163110 180150 62636 57532 74490 25182 55146 88578 2488
100387, fsknhddkrxqyhlsemzibdcq, kharlohkmnwznvctoxkb, 7118, 21849, 126, 85652 5888 77415 160605 8752 55692 63138 281760 7962 92036 99424 11084
100409, fbokfhxynifwhc, dgcxnvxkvjhy, 1555, 29099, 95, 145167 14935 141300 61020 17200 118690 99063 18250 48195 99621 3045 2150
100413, hyarwapldpd, jffyvxrwpfu, 1116, 35587, 63, 21725 2898 14989 149292 0 113248 0 35910 0 29146 49698 4688
100421, fwvdhfzgygnylfynounhihd, cdielmmrtxvef, 7650, 40718, 141, 175155 226224 51036 44555 183872 40455 105896 8586 17567 165408 24848 128258
100422, zedueqmqqqtauvsgwhxkip, utucebhvxefvxdgifoc, 4635, 21371, 116, 82630 80016 0 44696 16281 176514 34360 67395 17008 31365 83850 29310
100445, mrjceksugiljuqkhgvpa, msaiihaall, 6122, 30694, 151, 114600 75030 57720 40369 48624 27540 62592 24990 129352 89516 69867 172914
100456, idrmfgvnmtwpwf, gvjlpcrrbetedhbfh, 8049, 27655, 100, 0 234923 13203 65718 252928 25565 11622 207256 15273 29849 101052 0
100477, wxinuecnaxmtfotuzklpdz, thvcnhxtbtxakxrprlb, 2836, 37119, 98, 179491 28672 0 31725 4740 34524 83790 21204 14848 182154 19640 22722
100483, qjrmbohwvda, exuluvncqfzik, 2737, 45250, 166, 57577 141831 41380 199006 89505 0 113232 109161 152500 70658 111980 111554
100491, lqouzazdvegoollsfbrd, rjkfdlpfvxpufrv, 5354, 27276, 120, 56004 124332 30030 210777 74470 90936 16896 68264 13629 86099 133692 36512
100494, osvuqyaehvilkuafkf, ovmwpbuehohnzrzhplq, 6088, 27980, 148, 49581 38976 42264 288500 49240 151824 45727 56372 41532 122419 163160 58399
100496, nhirogwe, uzzfvwffnbggoiczf, 6800, 25775, 112, 18126 235739 93786 10752 20610 15080 51468 11442 31860 8256 176375 19170
100501, savixbmgqfc, vddknulttpregq, 2434, 35302, 114, 67980 85462 13341 243640 39375 72420 0 90090 33744 105228 27174 1208
100503, fqlwlhzepgrgvgkuzjqe, dijatlusibf, 6226, 41116, 90, 0 20560 180026 234480 16720 26045 11736 0 147732 44226 23051 9048
100510, rhogfmvgfbi, zsgwvrjvrxzeperidgcyvd, 7756, 28946, 114, 287196 152055 11036 26718 32990 132943 163080 42780 205989 33691 8282 3780
100519, mlvhleutqliroxlop, tpialdnznb, 5234, 43350, 130, 96729 15024 169659 17580 134288 41211 40845 40095 8836 17968 47593 115644
100531, vndzfqpvioadiatxit, qsctjkhgwtuvcpqwi, 2879, 38843, 124, 0 29880 14512 61611 20770 30072 153948 20000 67530 33320 66661 124152
100534, pdjlbimveqnqv, xkntwyxuwkjntflnwrqp, 6039, 52441, 144, 87885 28095 22518 83976 13665 66044 166215 20922 92742 191664 17430 99036
100535, rtyayawmrjwobqych, qnqoffozrzu, 9480, 50338, 141, 59072 25896 107010 41824 242079 92777 0 209728 136045 91840 77639 148270
100541, tpanhemgcfqmkpuoive, empjwtjktv, 3456, 42307, 97, 87720 210426 56508 109565 5834 86184 0 26565 0 18930 16434 0
